Unnamed: 0,Transaction_Id,Transaction Date,Customer_Id,Quantity,Price,Payment Method,Transaction Status,Products
12894,T12895,2023-13-01,C3540,810,678.89,PayPal ,Failed,Tablet
12895,T12896,2023-13-01,C2847,3,680.95,Credit Card,Completed,Laptop
12896,T12897,18-Mar-22,C1613,5,-975.79,Credit Card,Completed,Smartphone
12902,T12903,2023-13-01,C1191,-7,556.03,Credit Card,Completed,Headphones
12903,T12904,2023-13-01,C3422,-8,-505.38,PayPal ,Completed,Table
12904,T12905,2025-02-30,C2421,602,-608.37,Cash,Completed,Tablet
12905,T12906,29-Oct-23,C1158,10,-686.62,PayPal ,Completed,La
12908,T12909,2023-13-01,C1483,7,591.4,PayPal ,Completed,Smartphone
12914,T12915,2023-13-01,C1319,-5,-390.94,PayPal,Failed,Headphones
12916,T12917,1-Jul-22,C4831,355,757.92,Credit Card,Pending,Smartphone
12918,T12919,2023-13-01,C3303,124,302.87,Cash,Completed,Laptop
12919,T12920,2023-13-01,C1612,3,-421.62,Credit Card,Completed,Laptop
12924,T12925,2025-02-30,C2277,365,-367.67,PayPal,Pending,Tablet
12926,T12927,2023-13-01,C2840,-5,-830.88,Credit Card,Completed,Smartphone
12928,T12929,2023-13-01,C3473,-1,-696.96,PayPal,Failed,Smartphone
12929,T12930,6-Jun-24,C613,573,928.99,PayPal ,Pending,Tab
12933,T12934,2023-13-01,C1467,-3,-533.49,PayPal ,Completed,Tablet
12936,T12937,2023-13-01,C1239,5,-720.55,PayPal,Pending,Smartphone
12939,T12940,2025-02-30,C3665,-4,-662.1,Credit Card,Completed,Smartphone
12940,T12941,17-Apr-24,C019,8,-230.52,Credit Card,Completed,Smartphone
12944,T12945,2025-02-30,C2303,-3,-325.31,Credit Card,Completed,Smartphone
12947,T12948,11-Mar-21,C3817,406,-295.72,Credit Card,Completed,Smartphone
12948,T12949,2025-02-30,C3532,-9,814.62,PayPal,Completed,Laptop
12949,T12950,23-Nov-20,C4780,3,520.92,PayPal,Failed,Smartphone
12951,T12952,2023-13-01,C427,-4,-546.63,PayPal ,Completed,Headphones
12952,T12953,26-Apr-20,C2408,-2,836.54,PayPal ,Completed,Headphones
12953,T86604,2023-13-01,C2238,555,678.76,Credit Card,Completed,Tablet
12959,T12960,2025-02-30,C4492,105,275.49,Credit Card,Completed,Headphones
12961,T12962,4-Mar-23,C045,7,804.28,Credit Card,Completed,Tablet
12963,T12964,29-May-23,C180,911,-429.31,Cash,Failed,Tablet
12965,T12966,2025-02-30,C4063,351,-565.31,PayPal ,Completed,Laptop
12967,T12968,25-Jan-21,C3298,-7,668.4,Credit Card,Completed,Tablet
12969,T12970,31-Jan-24,C420,9,786.88,Cash,Completed,Coffee Machine
12970,T12971,2023-13-01,C1499,-3,987.19,Credit Card,Completed,Headphones
12971,T12972,2023-13-01,C4839,-8,-311.65,Credit Card,Completed,Smartphone
12973,T12974,14-May-23,C393,987,514.24,Credit Card,Completed,Laptop
12974,T12975,2025-02-30,C2629,251,-788.2,PayPal,Pending,Coffee Machine
12976,T12977,15-Feb-21,C739,598,-102.29,Credit Card,Completed,Ta
12977,T12978,19-Jul-22,C3932,-4,380.67,PayPal ,Completed,Laptop
12978,T12979,9-Mar-23,C807,327,-465.61,PayPal ,Completed,Laptop
12979,T12980,24-Feb-21,C2874,5,150.12,Credit Card,Completed,Laptop
12984,T12985,24-Sep-24,C3020,-9,-946.52,Cash,Pending,Headphones
12986,T12987,11-Jan-20,C2486,185,210.56,Credit Card,Pending,Smartphone
12988,T12989,2025-02-30,C1032,-2,457.13,PayPal,Completed,Coffee Machine
12992,T12993,2025-02-30,C035,9,190.8,PayPal,Completed,Coffee Machine
12994,T12995,2025-02-30,C469,645,944.27,Cash,Failed,Headphones
12996,T12997,8-Feb-20,C2682,10,-969.13,PayPal ,Completed,Tablet
12997,T12998,2023-13-01,C2688,-1,434.39,Credit Card,Completed,Sea
12998,T12999,2023-13-01,C4310,3,-592.44,Cash,Completed,Coffee Machine
12999,T13000,6-Oct-21,C3198,708,-131.71,Credit Card,Failed,Coffee Machine
13000,T13001,2023-13-01,C002,245,239.6,Credit Card,Completed,C
13002,T13003,2023-13-01,C126,363,-408.89,Credit Card,Completed,Laptop
13003,T13004,2023-13-01,C027,-3,882.57,Credit Card,Pending,Coffee Ma
13006,T13007,2023-13-01,C1491,-6,-949.76,Credit Card,Completed,Tablet
13009,T13010,14-Jan-20,C022,6,507.66,PayPal,Completed,Smartphone
13011,T13012,2025-02-30,C2499,-5,-994.11,PayPal,Completed,Coffee Machine
13015,T13016,2023-13-01,C3633,550,-72.09,PayPal ,Failed,Tablet
13016,T13017,14-Aug-20,C774,898,848.13,PayPal,Completed,Laptop
13018,T13019,2025-02-30,C1201,3,642.15,Credit Card,Completed,Laptop
13019,T13020,2023-13-01,C2879,778,363.52,PayPal,Pending,Smartphone
13021,T13022,21-Jul-20,C4553,-3,-649.7,Credit Card,Failed,Smartphone
13026,T13027,2023-13-01,C2390,3,-304.37,PayPal,Pending,Laptop
13027,T13028,2025-02-30,C654,-8,318.78,PayPal ,Completed,Laptop
13028,T13029,2023-13-01,C4114,859,-365.02,Credit Card,Completed,Coffee Ma
13032,T13033,2025-02-30,C3959,3,352.78,PayPal,Completed,Coffee Machine
13033,T13034,15-May-22,C779,-3,647.11,PayPal,Completed,Headphones
13036,T13037,2023-13-01,C1189,2,-477.14,PayPal ,Completed,Tablet
13039,T13040,2023-13-01,C1010,-8,733.97,Credit Card,Completed,Headphones
13040,T13041,2023-13-01,C1789,-7,-419.1,PayPal,Completed,Tablet
13041,T13042,11-Jan-23,C2886,-4,196.13,PayPal ,Failed,Headphones
13044,T13045,2023-13-01,C4493,-8,-785,Credit Card,Failed,Coffee Machine
13045,T13046,2025-02-30,C4357,-2,-72.45,Credit Card,Completed,Coffee Machine
13047,T13048,2023-13-01,C1159,3,-242.31,Credit Card,Pending,Head
13048,T13049,2023-13-01,C2926,-10,233.14,PayPal,Completed,Coffee Machine
13049,T13050,3-Nov-22,C1876,1,-320.68,PayPal,Completed,Coffee Machine
13050,T13051,16-Jan-24,C2877,9,422.39,PayPal,Pending,Laptop
13053,T13054,2025-02-30,C4894,5,884.13,Cash,Completed,Ta
13055,T13056,2023-13-01,C4667,364,-109.21,Credit Card,Completed,Ta
13059,T13060,2023-13-01,C2477,771,266.85,Credit Card,Completed,Coffee Machine
13060,T13061,2023-13-01,C2074,3,648.85,PayPal,Completed,Laptop
13061,T13062,2023-13-01,C1243,2,614.17,Credit Card,Pending,Headphones
13062,T13063,2025-02-30,C1719,-5,-625.01,Credit Card,Completed,Tablet
13063,T13064,2023-13-01,C4500,-9,-596.2,PayPal,Completed,Laptop
13067,T13068,2023-13-01,C023,404,604.34,PayPal ,Completed,Laptop
13069,T13070,2025-02-30,C2562,120,555.71,PayPal ,Pending,Coffee Machine
13070,T13071,2023-13-01,C3023,-8,-580.58,PayPal ,Completed,Coffee Machine
13071,T13072,2023-13-01,C2055,-4,586.79,PayPal,Failed,Coffee Machine
13075,T13076,2023-13-01,C3417,-9,336.76,Cash,Completed,Tablet
13078,T13079,29-Aug-24,C2637,3,909.47,Credit Card,Completed,Laptop
13079,T13080,2025-02-30,C868,-6,449.98,Credit Card,Completed,Coffee Machine
13080,T13081,14-Jun-23,C789,-2,-893,Credit Card,Completed,Coffee Machine
13083,T13084,2023-13-01,C1338,-9,-395.24,Credit Card,Failed,Headphones
13085,T13086,2023-13-01,C3265,323,266.3,PayPal,Failed,Headphones
13089,T13090,2025-02-30,C3070,-2,-978.72,PayPal ,Failed,Laptop
13090,T13091,2025-02-30,C3978,220,127.96,Credit Card,Completed,Tablet
13092,T13093,2023-13-01,C3146,2,335.42,PayPal ,Completed,Coffee Machine
13094,T13095,2023-13-01,C4548,482,560.5,PayPal,Failed,Tablet
13098,T13099,28-Mar-23,C2214,322,532.4,PayPal,Completed,Coffee Machine
13101,T13102,2023-13-01,C1940,249,550.14,Cash,Pending,Table
13103,T13104,2-Mar-24,C3604,611,-767.55,Credit Card,Completed,Smartphone
13105,T13106,2023-13-01,C2662,298,-862.14,Credit Card,Completed,Coffee Machine
13110,T13111,24-Jul-20,C372,988,537.96,Credit Card,Completed,Tablet
13111,T13112,8-Jul-21,C2087,-2,-592.16,Credit Card,Completed,Sm
13113,T13114,2025-02-30,C1129,-5,-63.18,Credit Card,Completed,Laptop
13114,T13115,8-Feb-20,C1043,558,214.66,Credit Card,Pending,Laptop
13117,T13118,2025-02-30,C623,430,974.02,PayPal,Failed,Tablet
13120,T13121,2025-02-30,C2386,5,581.71,PayPal ,Pending,Laptop
13121,T13122,10-Feb-21,C4154,-1,-776.15,Credit Card,Completed,Tablet
13122,T13123,2025-02-30,C279,-1,-966.54,Credit Card,Pending,Coffee Machine
13124,T13125,25-Jan-21,C2694,-2,-173.93,Credit Card,Pending,Headphones
13131,T13132,2025-02-30,C3482,979,217.49,Credit Card,Completed,Coffee Machine
13135,T13136,2023-13-01,C4619,-1,382.24,Credit Card,Pending,Laptop
13136,T13137,26-Aug-23,C1542,-8,-479.07,Cash,Pending,Laptop
13139,T13140,19-Jul-24,C3229,-7,108.02,Credit Card,Completed,Coffee Machine
13140,T13141,4-Mar-20,C1388,913,-572.24,PayPal ,Completed,Smartphone
13141,T13142,12-Mar-22,C4155,134,564.7,Cash,Completed,Headphones
13144,T13145,19-Nov-24,C3282,442,518.14,Cash,Completed,Coffee Machine
13145,T13146,6-Oct-24,C3762,657,-616.96,Credit Card,Failed,Coffee Machine
13149,T13150,27-Jul-21,C972,10,151.35,Credit Card,Completed,Smartphone
13151,T13152,2025-02-30,C528,-1,783.85,Credit Card,Failed,Laptop
13152,T13153,2-Dec-23,C400,705,-210.28,Cash,Pending,Coffee Machine
13154,T13155,2023-13-01,C3186,-8,346.72,Credit Card,Failed,Coffee Machine
13155,T13156,2023-13-01,C4107,205,398.04,PayPal,Pending,Smartphone
13159,T13160,29-Apr-22,C2035,-10,-223.61,Credit Card,Completed,Smartphone
13160,T13161,23-Jun-20,C3207,-5,-405.59,PayPal ,Completed,Coffee Machine
13161,T13162,2025-02-30,C1935,-6,940.97,Credit Card,Pending,Tablet
13165,T13166,7-Aug-22,C3902,10,878.86,PayPal ,Completed,Headphones
13166,T13167,22-Feb-23,C2463,-9,800.2,PayPal,Completed,Smartphone
13167,T13168,2025-02-30,C2982,-4,-76.39,Credit Card,Pending,Tablet
13170,T13171,2023-13-01,C3219,1,-80.45,Credit Card,Completed,Smartphone
13171,T13172,11-Dec-23,C3002,8,247.6,PayPal,Completed,Headphones
13173,T31403,2025-02-30,C2548,292,-830.66,PayPal,Completed,Laptop
13180,T13181,2025-02-30,C2984,-9,735.14,PayPal ,Completed,Smartphone
13181,T13182,21-May-20,C370,386,-971.44,Cash,Completed,Tablet
13182,T13183,2025-02-30,C3773,9,-312.77,PayPal ,Completed,Coffee Machine
13188,T13189,2025-02-30,C2328,6,505.13,Credit Card,Failed,Laptop
13192,T13193,2023-13-01,C4534,2,966.74,Credit Card,Completed,Laptop
13195,T13196,21-Sep-23,C346,8,960.25,Credit Card,Failed,Smartphone
13197,T13198,2023-13-01,C3228,3,594.43,Credit Card,Completed,Smartphone
13201,T13202,2023-13-01,C1912,1,710.13,Credit Card,Completed,Headphones
13203,T13204,2025-02-30,C1974,2,-650.68,Credit Card,Failed,Coffee Machine
13204,T13205,2023-13-01,C3826,492,596.46,PayPal,Failed,Coffee Machine
13209,T13210,23-Feb-20,C2188,-8,268.03,Credit Card,Completed,Head
13210,T13211,29-Sep-20,C3082,-2,631.01,Credit Card,Failed,Tablet
13211,T13212,28-Apr-23,C4648,4,809.59,Credit Card,Failed,Smartphone
13212,T13213,6-Oct-22,C3926,-5,-343.95,Cash,Completed,Laptop
13215,T13216,22-Nov-24,C4538,-8,319.67,Cash,Failed,Smartphone
13217,T13218,20-Mar-24,C3727,-9,-174.07,Credit Card,Completed,Headphones
13219,T13220,2025-02-30,C3218,4,214.28,PayPal,Pending,Tablet
13222,T13223,2023-13-01,C1723,7,117.7,Cash,Completed,Smartphone
13226,T13227,2023-13-01,C4618,422,371.97,Cash,Completed,Laptop
13228,T13229,17-Apr-22,C1221,-3,368.48,PayPal ,Pending,Laptop
13229,T13230,2023-13-01,C3842,-10,926.17,PayPal,Completed,Tablet
13230,T13231,23-Apr-21,C1708,3,189.61,Credit Card,Failed,Tablet
13231,T13232,2023-13-01,C1354,553,848.22,Credit Card,Pending,Laptop
13232,T13233,2023-13-01,C2861,6,-706.23,PayPal,Failed,Headphones
13233,T13234,2023-13-01,C4133,-10,442.9,Credit Card,Pending,Headphones
13234,T13235,2025-02-30,C3285,4,-481.45,Credit Card,Completed,Headphones
13235,T13236,2025-02-30,C3930,9,416.47,Cash,Pending,Coffee Machine
13238,T13239,2023-13-01,C327,729,-428.7,PayPal,Completed,Tablet
13242,T13243,2025-02-30,C582,-9,-849.68,PayPal,Completed,Coffee Machine
13243,T13244,29-Nov-21,C4085,-7,-54.77,PayPal,Failed,Coffee Mach
13244,T13245,2025-02-30,C4198,1,-838.98,Cash,Failed,Coffee Machine
13245,T13246,18-Jul-22,C1375,8,323.66,PayPal,Completed,Smartphone
13247,T13248,2025-02-30,C3708,2,-470.48,Credit Card,Completed,Coffee Machine
13248,T13249,2023-13-01,C4868,-9,-899.64,PayPal ,Completed,Coffee Machine
13249,T13250,2025-02-30,C4171,-4,-574.3,Credit Card,Pending,Coffee Machine
13251,T13252,2023-13-01,C3276,107,886.91,PayPal,Failed,Tablet
13252,T13253,2025-02-30,C3230,486,649.93,Credit Card,Pending,Coffee Machine
13261,T13262,9-Oct-24,C1791,315,-462.28,Credit Card,Failed,Headphones
13262,T13263,14-May-23,C1798,599,453.95,Credit Card,Failed,Headphones
13268,T13269,2025-02-30,C2928,8,982.1,PayPal ,Failed,Coffee Machine
13269,T13270,27-Dec-20,C756,-3,-476.17,Credit Card,Failed,Tablet
13274,T13275,2025-02-30,C2513,-2,-945.3,PayPal,Completed,Tablet
13275,T13276,26-Jul-24,C3083,-6,297.5,PayPal,Completed,Laptop
13276,T13277,23-May-24,C929,355,348.04,PayPal,Completed,Headphones
13277,T13278,2025-02-30,C1560,578,546.82,Credit Card,Completed,Laptop
13279,T13280,2023-13-01,C900,-5,726.41,PayPal,Pending,Coffee Machine
13281,T13282,2023-13-01,C1512,4,513.35,PayPal ,Completed,Coffee Machine
13287,T13288,24-Dec-22,C1445,-4,-466.47,Credit Card,Completed,Tablet
13290,T13291,2025-02-30,C4844,4,319.34,Credit Card,Completed,Headphones
13292,T13293,2023-13-01,C436,980,-603.26,PayPal,Completed,Laptop
13296,T13297,2025-02-30,C249,-7,-761.2,Credit Card,Completed,Coffee Machine
13298,T13299,2023-13-01,C908,6,225.24,Credit Card,Failed,Coffee Machine
13301,T13302,18-Nov-24,C2525,-8,-372.64,PayPal,Failed,Headphones
13302,T13303,2023-13-01,C4007,9,777.48,PayPal,Completed,Headphones
13303,T13304,2025-02-30,C3342,5,954.6,PayPal,Pending,Smartphone
13304,T13305,2023-13-01,C538,-8,832.05,Credit Card,Pending,Smartphone
13305,T13306,2023-13-01,C308,10,-441.91,Credit Card,Completed,Headphones
13308,T13309,2025-02-30,C2477,968,987.23,PayPal,Failed,Coffee Machine
13309,T13310,2025-02-30,C2083,426,-260.45,Credit Card,Pending,Coffee Machine
13310,T13311,2023-13-01,C1980,568,802.07,Credit Card,Completed,Laptop
13311,T13312,2025-02-30,C2121,126,427.89,PayPal,Completed,Laptop
13313,T13314,2023-13-01,C2594,9,95.68,Credit Card,Completed,Smartphone
13314,T13315,2023-13-01,C712,-10,-363.32,Credit Card,Completed,Tablet
13318,T13319,18-Oct-22,C596,10,225.75,Credit Card,Failed,Coffee Machine
13320,T13321,2023-13-01,C157,-9,-95.75,PayPal,Pending,Tablet
13325,T13326,3-Oct-20,C2516,-5,-176.51,Credit Card,Completed,Laptop
13329,T13330,2023-13-01,C1761,304,876.6,PayPal,Completed,Smartphone
13334,T13335,2023-13-01,C4436,336,455.41,Credit Card,Pending,Tablet
13335,T13336,2025-02-30,C1998,-6,-853.76,Cash,Failed,Laptop
13337,T13338,7-Jun-23,C4063,914,804.09,PayPal ,Completed,Smartphone
13338,T13339,2023-13-01,C2043,9,568.04,Credit Card,Pending,Headphones
13341,T13342,2025-02-30,C135,2,838.08,Credit Card,Failed,Coffee Machine
13342,T13343,19-Oct-24,C1493,860,-200.1,Credit Card,Completed,Laptop
13345,T13346,2023-13-01,C2433,-2,-272.69,PayPal,Failed,Coffee Machine
13346,T13347,2023-13-01,C3223,-2,-228.44,Credit Card,Completed,Headphones
13347,T13348,2025-02-30,C1515,965,-454.23,PayPal,Completed,Coffee Machine
13354,T13355,2023-13-01,C156,2,-97.49,Credit Card,Pending,Headphones
13355,T13356,2025-02-30,C3292,-10,817.11,Cash,Failed,Coffee Machine
13357,T13358,2025-02-30,C2370,-2,277.38,Credit Card,Completed,Laptop
13360,T13361,9-Apr-22,C2552,4,-550.76,Credit Card,Completed,Coffee Machine
13361,T13362,2023-13-01,C4572,230,703.6,PayPal ,Completed,Smartphone
13369,T13370,2025-02-30,C3551,670,-287.27,Cash,Completed,Smartphone
13370,T13371,2023-13-01,C2493,166,-366.79,PayPal,Failed,Smartphone
13373,T13374,2025-02-30,C4204,-10,606.07,PayPal,Pending,Tablet
13374,T13375,2023-13-01,C3958,10,660.5,PayPal ,Completed,Smartphone
13376,T13377,2023-13-01,C755,-7,-455.97,Credit Card,Failed,Laptop
13378,T13379,2025-02-30,C1615,-10,223.32,Cash,Completed,Smartphone
13380,T13381,1-Dec-23,C4898,-5,-936.34,PayPal,Failed,Laptop
13381,T13382,2025-02-30,C2513,3,235.62,PayPal,Pending,Laptop
13384,T13385,2025-02-30,C1140,-2,-138.23,PayPal,Completed,Smartphone
13385,T13386,2025-02-30,C3512,4,229.57,Credit Card,Completed,Smartphone
13387,T13388,2023-13-01,C1852,2,975.37,Cash,Completed,Headphones
13388,T13389,2025-02-30,C1437,2,-825.56,PayPal,Pending,Headphones
13391,T13392,2025-02-30,C2117,9,118.27,Credit Card,Failed,Laptop
13394,T13395,3-Sep-24,C1720,6,204.38,Cash,Completed,Smartphone
13395,T13396,2023-13-01,C4868,359,-624.91,PayPal,Failed,Laptop
13396,T13397,2025-02-30,C2129,-7,177.28,PayPal,Completed,Table
13397,T13398,1-Feb-25,C4639,210,-565.67,Credit Card,Pending,Smartphone
13399,T13400,22-Jul-20,C4466,-6,-943.71,PayPal,Completed,Headphones
13401,T13402,9-Jul-22,C1445,397,554.98,PayPal,Completed,Laptop
13402,T13403,9-Jun-23,C4918,537,-301.54,PayPal,Pending,Tablet
13405,T13406,2-Sep-24,C1122,366,-706.35,Cash,Completed,Smartphone
13407,T13408,2025-02-30,C3429,374,139.89,Cash,Completed,Coffee Machine
13408,T13409,2023-13-01,C3295,2,916.92,Credit Card,Completed,C
13413,T13414,2023-13-01,C480,828,-720.99,Credit Card,Completed,Smartphone
13414,T13415,29-Jul-24,C2371,5,832.35,PayPal ,Completed,Coffee Machine
13416,T13417,4-Apr-24,C4505,452,-87.44,PayPal,Completed,Coffee Machine
13417,T13418,2025-02-30,C2542,-10,412.31,Credit Card,Pending,Headphones
13419,T13420,2023-13-01,C4386,-7,-674.5,Cash,Completed,Headphones
13421,T13422,2025-02-30,C3939,6,332.5,Credit Card,Failed,Laptop
13425,T13426,2023-13-01,C3927,6,-670.16,Credit Card,Completed,Headphones
13426,T13427,2025-02-30,C950,623,428.46,Credit Card,Completed,Coffee Machine
13429,T13430,2023-13-01,C2298,9,326.23,Cash,Completed,Laptop
13430,T13431,13-Jan-20,C1844,796,608.64,PayPal,Pending,Tablet
13436,T13437,2025-02-30,C2050,9,-945.9,PayPal,Completed,Tablet
13438,T13439,2023-13-01,C2187,911,570.83,PayPal,Completed,Headphones
13439,T13440,13-Dec-24,C2169,582,-539.46,PayPal,Completed,Smartphone
13444,T13445,6-Jan-25,C3326,4,-772.47,PayPal,Failed,Laptop
13446,T13447,2-Jan-21,C2301,3,-862.07,PayPal,Pending,Headphones
13448,T13449,2023-13-01,C3259,-4,867.17,PayPal ,Completed,Tablet
13452,T13453,2023-13-01,C2773,-5,607,Cash,Completed,Headphones
13456,T13457,2023-13-01,C2761,-3,773.79,Credit Card,Completed,Laptop
13457,T13458,2023-13-01,C1190,-1,-463.72,Credit Card,Completed,Head
13458,T13459,2025-02-30,C617,-7,-306.74,Credit Card,Completed,Coffee Machine
13461,T13462,25-Jan-22,C4485,8,444.36,PayPal,Completed,Tablet
13465,T13466,2025-02-30,C515,-10,-179.83,PayPal,Completed,Head
13467,T13468,2025-02-30,C4453,2,136.56,PayPal,Failed,Headphones
13468,T13469,31-Oct-21,C1085,4,276.84,PayPal ,Pending,Smartphone
13469,T13470,2023-13-01,C3201,957,-115.65,Credit Card,Completed,Smartphone
13473,T13474,19-Sep-20,C076,193,-54.24,PayPal ,Completed,Laptop
13474,T13475,11-Dec-20,C4616,862,914.18,Cash,Completed,Smartphone
13479,T13480,2025-02-30,C363,707,222.28,PayPal ,Pending,Tablet
13480,T13481,2023-13-01,C2664,-6,248.82,Cash,Completed,Laptop
13483,T13484,2025-02-30,C1906,-1,-519.62,PayPal,Pending,Headphones
13485,T13486,28-May-23,C3455,-7,-76.53,Credit Card,Completed,Smartphone
13487,T13488,2023-13-01,C804,-5,865.61,PayPal ,Completed,Laptop
13488,T13489,2025-02-30,C2438,5,767.43,Credit Card,Pending,Coffee Machine
13490,T13491,2025-02-30,C3960,4,-844.54,Credit Card,Pending,Smartphone
13491,T13492,2023-13-01,C4858,808,146.55,PayPal,Completed,Headphones
13492,T13493,2023-13-01,C650,-7,-293.67,Credit Card,Completed,Laptop
13493,T13494,23-Apr-21,C2017,-5,546.95,PayPal ,Completed,Coffee Machine
13495,T13496,2025-02-30,C2842,8,247.19,PayPal,Completed,Laptop
13502,T13503,2023-13-01,C2021,1,141,PayPal,Completed,Laptop
13505,T13506,2023-13-01,C3006,-5,-221.45,PayPal ,Completed,Tablet
13506,T13507,19-Apr-22,C344,-6,-788.6,Cash,Completed,Laptop
13511,T13512,2023-13-01,C553,972,745.8,Credit Card,Completed,Smartphone
13513,T13514,2023-13-01,C015,331,921.91,Credit Card,Completed,Smartphone
13515,T13516,2025-02-30,C2964,10,-366.05,Credit Card,Failed,Smartphone
13516,T13517,1-Jan-21,C2249,625,299.78,PayPal,Completed,Headphones
13517,T13518,2023-13-01,C3025,-6,439.56,Credit Card,Completed,Headphones
13519,T13520,20-Dec-24,C4949,887,-953.82,PayPal ,Completed,Headphones
13524,T13525,2025-02-30,C580,1,-633.62,PayPal,Completed,Tablet
13525,T13526,2025-02-30,C2179,358,123.32,PayPal,Completed,Coffee Machine
13526,T13527,2025-02-30,C2491,-3,385.95,PayPal,Completed,Tablet
13527,T13528,17-Mar-24,C1950,-7,-697.78,PayPal,Failed,Tablet
13528,T13529,27-Aug-21,C3046,1,153.58,Credit Card,Completed,Smartphone
13529,T13530,2023-13-01,C4303,-2,-133.23,Cash,Failed,Tablet
13533,T13534,2025-02-30,C183,-6,-779.54,Credit Card,Completed,Coffee 
13535,T13536,30-Mar-20,C443,847,934.51,Credit Card,Completed,Tablet
13540,T13541,24-Feb-23,C1668,-6,-944.22,Credit Card,Failed,Tablet
13543,T13544,2023-13-01,C2365,-6,-751.98,Credit Card,Pending,Coffee Machi
13544,T13545,2025-02-30,C3724,390,771,Credit Card,Pending,Coffee Machine
13549,T13550,2023-13-01,C1832,9,-497.83,Credit Card,Completed,Headphones
13551,T13552,2023-13-01,C257,173,738.1,PayPal,Completed,Table
13553,T13554,2025-02-30,C1227,1,-772.84,Credit Card,Completed,Laptop
13555,T13556,2025-02-30,C2616,3,278.99,Cash,Completed,Smartphone
13556,T13557,2023-13-01,C2497,-6,309.47,PayPal,Pending,Coffee Machine
13561,T13562,2025-02-30,C1553,-6,569.49,PayPal,Completed,Smartphone
13562,T13563,7-Dec-22,C2022,104,-172.56,Credit Card,Failed,Laptop
13563,T13564,6-Aug-20,C4246,-3,460.85,PayPal,Pending,Smartphone
13567,T13568,2023-13-01,C338,359,229.59,PayPal,Pending,Headphones
13568,T13569,2023-13-01,C4686,610,870.86,PayPal ,Completed,Laptop
13572,T13573,2023-13-01,C774,7,-283.18,Credit Card,Failed,Laptop
13573,T13574,6-Jan-22,C2188,-5,267.97,Credit Card,Completed,Laptop
13574,T13575,2023-13-01,C4496,3,841.66,Credit Card,Completed,Tablet
13575,T13576,25-May-23,C1001,-9,105.41,PayPal,Completed,Coffee Machine
13577,T13578,2023-13-01,C3740,1,677.73,Credit Card,Completed,Laptop
13579,T13580,18-Sep-23,C3556,-10,-57.94,Credit Card,Completed,Smartphone
13580,T13581,15-Jul-20,C3364,3,-125.16,PayPal ,Pending,Smartphone
13584,T13585,2023-13-01,C4549,-10,-764.7,Credit Card,Completed,Smartphonephonet
13586,T13587,2023-13-01,C4619,10,-446.04,Credit Card,Failed,Headphones
13588,T13589,2025-02-30,C1725,-7,-508.91,PayPal ,Pending,Headphones
13589,T13590,2023-13-01,C2469,2,-100.72,Credit Card,Pending,Tablet
13590,T13591,30-Mar-20,C3165,-1,-865.04,Credit Card,Failed,Tab
13591,T13592,12-May-21,C1801,-6,-331.74,PayPal,Failed,Headphones
13592,T13593,2025-02-30,C4524,-4,-829.1,PayPal,Completed,Laptop
13594,T13595,2025-02-30,C1698,557,-499.56,Credit Card,Completed,Smartphone
13595,T13596,2025-02-30,C2199,937,-739.31,Credit Card,Completed,Smartphone
13596,T13597,11-Dec-23,C2521,517,-457.94,PayPal,Completed,Laptop
13597,T13598,2025-02-30,C1199,663,-227.22,PayPal ,Failed,Laptop
13598,T13599,2023-13-01,C3964,704,560.35,Cash,Failed,Tablet
13600,T13601,2023-13-01,C848,518,-513.81,PayPal ,Failed,Laptop
13601,T13602,15-May-24,C699,10,-628.86,PayPal,Pending,Laptop
13604,T13605,2025-02-30,C3899,684,-769.21,Credit Card,Failed,Coffee Machine
13606,T13607,2023-13-01,C1444,-3,231.06,PayPal,Completed,Smartphonephonet
13608,T13609,2025-02-30,C4549,706,53.64,Cash,Completed,Smartphone
13610,T13611,2025-02-30,C478,-5,312.5,Cash,Completed,Coffee Machine
13612,T13613,2025-02-30,C1710,-1,861.26,Credit Card,Pending,Smartphone
13613,T13614,2023-13-01,C3598,-3,673.89,PayPal ,Completed,Laptop
13614,T13615,2025-02-30,C984,-6,-826.71,PayPal,Completed,Laptop
13617,T13618,2025-02-30,C149,-3,-77.31,Cash,Completed,C
13620,T13621,2023-13-01,C4976,-4,-350.04,PayPal,Completed,Headphones
13621,T13622,2023-13-01,C4158,2,625.58,PayPal ,Pending,Headphones
13622,T13623,2023-13-01,C2180,10,400.2,PayPal,Pending,Tablet
13623,T13624,2025-02-30,C461,-3,451.86,Credit Card,Completed,Tablet
13625,T13626,2023-13-01,C3784,-4,842.16,Credit Card,Completed,Headphones
13626,T13627,2025-02-30,C2672,5,-655.2,PayPal ,Completed,Laptop
13633,T13634,10-Jun-23,C2301,-9,-681.8,Credit Card,Failed,Laptop
13634,T13635,2023-13-01,C3781,10,-829.84,Credit Card,Pending,La
13635,T13636,2023-13-01,C4893,176,-524.05,Credit Card,Completed,Headphones
13637,T13638,8-Mar-22,C3887,2,-714.97,Cash,Completed,Smartphone
13639,T13640,2023-13-01,C1681,5,603.65,PayPal,Failed,Coffee Machine
13641,T13642,2023-13-01,C4168,-7,-468.56,Credit Card,Pending,Headphones
13643,T13644,2023-13-01,C4044,-9,-828.4,Credit Card,Failed,Laptop
13645,T13646,2025-02-30,C1402,-1,456.1,PayPal ,Completed,Headphones
